title,video_url,views,video_age,CLEAN_VIEMS,date_published
Building a Suggestion Site App - Lesson 29,https://www.youtube.com/watch?v=xLM0R8KNvqQ,4.3K views,1 year ago,4300,
Getting a MongoDB Atlas Connection String In 10 Minutes or Less,https://www.youtube.com/watch?v=oVHQXwkdS6w,26K views,1 year ago,26000,
Building a Suggestion Site App - Lesson 28,https://www.youtube.com/watch?v=gavmFjCB0oM,4.4K views,1 year ago,4400,
Which Is Better - Tabs or Spaces?,https://www.youtube.com/watch?v=tf_at4X43AA,6.5K views,1 year ago,6500,
Building a Suggestion Site App - Lesson 27,https://www.youtube.com/watch?v=yh1g0krTPPs,3.7K views,1 year ago,3700,
Building a Suggestion Site App - Lesson 26,https://www.youtube.com/watch?v=5mmeesm-glk,3.5K views,1 year ago,3500,
Building a Suggestion Site App - Lesson 25,https://www.youtube.com/watch?v=4-eQZ1zIxS0,3.6K views,1 year ago,3600,
Building a Suggestion Site App - Lesson 24,https://www.youtube.com/watch?v=vuzBlVJ4DlA,4.3K views,1 year ago,4300,
Why Shouldn't I Choose the Best Language for the Job?,https://www.youtube.com/watch?v=IeN4mrGBNQU,4.2K views,1 year ago,4200,
Building a Suggestion Site App - Lesson 23,https://www.youtube.com/watch?v=pUdeNcxxCVY,5K views,1 year ago,5000,
Building a Suggestion Site App - Lesson 22,https://www.youtube.com/watch?v=awQkBfP2aYs,5.6K views,1 year ago,5600,
Building a Suggestion Site App - Lesson 21,https://www.youtube.com/watch?v=VOziDslV3i8,6.6K views,1 year ago,6600,
Building a Suggestion Site App - Lesson 20,https://www.youtube.com/watch?v=BCmOEL2kQac,7.2K views,1 year ago,7200,
How Do I Convince People to Use My App?,https://www.youtube.com/watch?v=relnFnJA54Y,3K views,1 year ago,3000,
Building a Suggestion Site App - Lesson 19,https://www.youtube.com/watch?v=VfwtoP1Xurg,6.4K views,1 year ago,6400,
Building a Suggestion Site App - Lesson 18,https://www.youtube.com/watch?v=ff0VREJhnzo,6.5K views,1 year ago,6500,
Building a Suggestion Site App - Lesson 17,https://www.youtube.com/watch?v=pG9whUP788U,6.4K views,1 year ago,6400,
Building a Suggestion Site App - Lesson 16,https://www.youtube.com/watch?v=ARMq_U5sMMA,7.5K views,1 year ago,7500,
When Should I Build My Own Instead Of Using A NuGet Package?,https://www.youtube.com/watch?v=MNge-TIs60g,5.1K views,1 year ago,5100,
Building a Suggestion Site App - Lesson 15,https://www.youtube.com/watch?v=5bN1vKA-JV4,6.8K views,1 year ago,6800,
Building a Suggestion Site App - Lesson 14,https://www.youtube.com/watch?v=BuKJImStj7s,7.9K views,1 year ago,7900,
Building a Suggestion Site App - Lesson 13,https://www.youtube.com/watch?v=B-ETrXaAXlE,9.7K views,1 year ago,9700,
Building a Suggestion Site App - Lesson 12,https://www.youtube.com/watch?v=CkrjYJkH_lg,12K views,1 year ago,12000,
How Do I Choose The Right Technology Stack For My App?,https://www.youtube.com/watch?v=VpdHElXBXGQ,7K views,1 year ago,7000,
Building a Suggestion Site App - Lesson 11,https://www.youtube.com/watch?v=J5xlZaiENKw,11K views,1 year ago,11000,
Building a Suggestion Site App - Lesson 10,https://www.youtube.com/watch?v=3HyPo7kyKgU,12K views,1 year ago,12000,
Building a Suggestion Site App - Lesson 9,https://www.youtube.com/watch?v=St7xS9s7PJs,12K views,1 year ago,12000,
Building a Suggestion Site App - Lesson 8,https://www.youtube.com/watch?v=5kEh9ot-YS0,14K views,1 year ago,14000,
What Makes A Good Software Application?,https://www.youtube.com/watch?v=YN_mkRwcYe0,5.8K views,1 year ago,5800,
Building a Suggestion Site App - Lesson 7,https://www.youtube.com/watch?v=62pTfmj_w6I,14K views,1 year ago,14000,
The New MongoDB Analyzer In 10 Minutes or Less,https://www.youtube.com/watch?v=AICg7UWKOpM,6.3K views,1 year ago,6300,
How Do I Finish What I Started?,https://www.youtube.com/watch?v=xQhFLNL8IHI,6.5K views,1 year ago,6500,
Building a Suggestion Site App - Lesson 6,https://www.youtube.com/watch?v=q-ZuYF_O-gk,18K views,1 year ago,18000,
Building a Suggestion Site App - Lesson 5,https://www.youtube.com/watch?v=8JF7nOLDchI,18K views,1 year ago,18000,
Building a Suggestion Site App - Lesson 4,https://www.youtube.com/watch?v=rlcQwx2aIz0,14K views,1 year ago,14000,
Why Do Languages Copy Each Other?,https://www.youtube.com/watch?v=83CTq_Fg5Xc,3.7K views,1 year ago,3700,
Building a Suggestion Site App - Lesson 3,https://www.youtube.com/watch?v=OdM4L8amfDY,15K views,1 year ago,15000,
Building a Suggestion Site App - Lesson 2,https://www.youtube.com/watch?v=8q3sRuoQZxQ,19K views,1 year ago,19000,
Building a Suggestion Site App - Lesson 1,https://www.youtube.com/watch?v=ybTPIhYLrBQ,28K views,1 year ago,28000,
Building a Suggestion Site App Course (free thanks to MongoDB!),https://www.youtube.com/watch?v=eEyAKk4NeSg,70K views,1 year ago,70000,
Do I Really Need to Study HTML and CSS as a C# Web Developer?,https://www.youtube.com/watch?v=-7jQfzkD-Ag,13K views,1 year ago,13000,
C# Challenge for 2022 and Beyond,https://www.youtube.com/watch?v=Dn_xVbIn8iw,20K views,1 year ago,20000,
What Do I Wish I Did Differently When Learning Software Development?,https://www.youtube.com/watch?v=U485sV5RwE8,8.7K views,1 year ago,8700,
How Do I Get Consistent Growth As A Developer?,https://www.youtube.com/watch?v=GkaaZAjBwgo,9.8K views,1 year ago,9800,
Custom Naming Styles in Visual Studio 2022,https://www.youtube.com/watch?v=MScf5UFK9gk,17K views,1 year ago,17000,
Intro to In-Memory Caching in C#,https://www.youtube.com/watch?v=2jj2wH60QuE,70K views,1 year ago,70000,
How Do I Build Relationships In The Industry?,https://www.youtube.com/watch?v=bKRKF4F6_0Q,3.9K views,1 year ago,3900,
"Intro To Azure Static Web Apps - Free Hosting, SSL, Global Distribution, and More",https://www.youtube.com/watch?v=OW6OfW5SkNw,43K views,2 years ago,43000,2021-12-13
How Do I Make My Resume Stand Out?,https://www.youtube.com/watch?v=kmPqPVbuvGY,6.9K views,2 years ago,6900,2021-12-13
C# Mastercourse Launch (with 3 HUGE bonus courses)!,https://www.youtube.com/watch?v=Si7he5KVH7w,28K views,2 years ago,28000,2021-12-13
How to Connect MongoDB to C# the Easy Way,https://www.youtube.com/watch?v=exXavNOqaVo,60K views,2 years ago,60000,2021-12-13
Why Won't Employers Hire Me?,https://www.youtube.com/watch?v=weFy3typ_1c,7.1K views,2 years ago,7100,2021-12-13
Minimal API in .NET 6 Using Dapper and SQL - Minimal API Project Part 2,https://www.youtube.com/watch?v=5tYSO5mAjXs,95K views,2 years ago,95000,2021-12-13
How Do I Win The Comparison Game? How Do I Get Better?,https://www.youtube.com/watch?v=O1Nfcyoulis,6.7K views,2 years ago,6700,2021-12-13
Tweaking Kestrel,https://www.youtube.com/watch?v=5wSOohizFY0,15K views,2 years ago,15000,2021-12-13
Simple C# Data Access with Dapper and SQL - Minimal API Project Part 1,https://www.youtube.com/watch?v=dwMFg6uxQ0I,208K views,2 years ago,208000,2021-12-13
What Does A Lead Developer Do? How Do I Become One?,https://www.youtube.com/watch?v=wtgnfAoJxW0,29K views,2 years ago,29000,2021-12-13
Intro to Tuples in C# In 10 Minutes or Less,https://www.youtube.com/watch?v=QC6hpl2iU0c,36K views,2 years ago,36000,2021-12-13
How Do I Price My Software? What Is The Right Price For Software?,https://www.youtube.com/watch?v=8fBNkTQ6TQo,11K views,2 years ago,11000,2021-12-13
DateTime Deep Dive in C# plus DateOnly and TimeOnly in .NET 6,https://www.youtube.com/watch?v=e9HUcuQkbBU,15K views,2 years ago,15000,2021-12-13
Parameter and Variable Tooltips in Visual Studio In 10 Minutes or Less,https://www.youtube.com/watch?v=morBKqtqmso,22K views,2 years ago,22000,2021-12-13
Extended Property Patterns in C# 10 and .NET 6 In 10 Minutes or Less,https://www.youtube.com/watch?v=AxlWixsVxoo,37K views,2 years ago,37000,2021-12-13
How Do I Get Started In Open Source Development?,https://www.youtube.com/watch?v=6n3bfrKp1OQ,6.7K views,2 years ago,6700,2021-12-13
Null Parameter Checks in C# 10 and .NET 6 In 10 Minutes or Less,https://www.youtube.com/watch?v=230zlnKkl3A,48K views,2 years ago,48000,2021-12-13
Course Conclusion - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=dC3jkcEulh4,8.3K views,2 years ago,8300,2021-12-13
Offline Support in Our PWA - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=OKz6JMKCBJU,4.9K views,2 years ago,4900,2021-12-13
File Scoped Namespaces in C# 10 and .NET 6 In 10 Minutes or Less,https://www.youtube.com/watch?v=HXm2sRtVT8Y,25K views,2 years ago,25000,2021-12-13
Implicit Usings in .NET 6 In 10 Minutes or Less,https://www.youtube.com/watch?v=TAqFe6fb120,22K views,2 years ago,22000,2021-12-13
How Do I Get C# Work Experience? How Do I Get My First Job?,https://www.youtube.com/watch?v=HLEeK212uXw,7.6K views,2 years ago,7600,2021-12-13
Global Usings in C# 10 and .NET 6 In 10 Minutes or Less,https://www.youtube.com/watch?v=RWYrafpP53A,35K views,2 years ago,35000,2021-12-13
Hot Reload in .NET 6 In 10 Minutes or Less,https://www.youtube.com/watch?v=H5vVVyrqdH8,24K views,2 years ago,24000,2021-12-13
"Blazor Updates in .NET 6 - Hot Reload, Query Parameters, and More",https://www.youtube.com/watch?v=wT9EOfLghlY,39K views,2 years ago,39000,2021-12-13
.NET 6 Hot Reload Controversy Explained,https://www.youtube.com/watch?v=L9_pzDjw9HQ,17K views,2 years ago,17000,2021-12-13
Deconstructor Updates in C# 10 and .NET 6 In 10 Minutes or Less,https://www.youtube.com/watch?v=OI1yzwsyR7M,35K views,2 years ago,35000,2021-12-13
Constant Interpolation in C# 10 and .NET 6 In 10 Minutes or Less,https://www.youtube.com/watch?v=yIXqn1L7p_4,81K views,2 years ago,81000,2021-12-13
Should a C# Web Developer know Angular/React/Vue?,https://www.youtube.com/watch?v=9WnRInVlWbs,28K views,2 years ago,28000,2021-12-13
Date and Time in C# 10 and .NET 6 In 10 Minutes or Less,https://www.youtube.com/watch?v=2JUI_qAgiJo,73K views,2 years ago,73000,2021-12-13
Publishing to IIS - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=il4CPRKOTuQ,7.3K views,2 years ago,7300,2021-12-13
How Do I Upgrade An Enterprise Application? Should I Even Consider It?,https://www.youtube.com/watch?v=rJxsSiHNRhA,7.1K views,2 years ago,7100,2021-12-13
".NET Foundation Crisis - What is Happening, Why, and What Now",https://www.youtube.com/watch?v=ui1Wg8oiHgc,41K views,2 years ago,41000,2021-12-13
How Big Is A Typical Raise For A Developer? Cost Of Living? More?,https://www.youtube.com/watch?v=guEWy9NNL1c,7.8K views,2 years ago,7800,2021-12-13
C# Namespace & Using Deep Dive - Including .NET 6 Changes,https://www.youtube.com/watch?v=0f0K8vVJzkg,24K views,2 years ago,24000,2021-12-13
What Parts of C# Are Obsolete? Should I Even Learn The .NET Framework?,https://www.youtube.com/watch?v=hrg9kno7dxM,26K views,2 years ago,26000,2021-12-13
Caching with LocalStorage in Blazor WebAssembly - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=hUJEadVHchU,8.8K views,2 years ago,8800,2021-12-13
Why Should I Choose C# As My Programming Language?,https://www.youtube.com/watch?v=LBFI-8CtKOQ,50K views,2 years ago,50000,2021-12-13
How Do I Avoid Burnout? How Do I Deal With Burnout?,https://www.youtube.com/watch?v=WkQ_3Gi6Xmc,12K views,2 years ago,12000,2021-12-13
.NET MAUI Delayed! What This Means for .NET 6 and MAUI,https://www.youtube.com/watch?v=IcwUy1GXEGU,41K views,2 years ago,41000,2021-12-13
Inheritance vs Interfaces in C#: Object Oriented Programming,https://www.youtube.com/watch?v=4sxyDXt1igs,91K views,2 years ago,91000,2021-12-13
How Do I Add Value As An Employee? How Do I Make A Good Impression?,https://www.youtube.com/watch?v=O_jqGBSlNAg,8.6K views,2 years ago,8600,2021-12-13
Storing Images in SQL (through API to Blazor) - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=hfy6pIagHTs,9.7K views,2 years ago,9700,2021-12-13
How Do I Get A Raise As A Software Developer?,https://www.youtube.com/watch?v=rEage-JzChI,8.4K views,2 years ago,8400,2021-12-13
Intro to Refit REST API Client for C#,https://www.youtube.com/watch?v=HH8drNbai8w,45K views,2 years ago,45000,2021-12-13
How Do I Assess My Market Value? What Should I Be Paid?,https://www.youtube.com/watch?v=7TxZP4nQuMk,7.9K views,2 years ago,7900,2021-12-13
How Do I Spend Your Money? Why Is It Worth It To Spend More For A Course?,https://www.youtube.com/watch?v=2LzEguAPra0,16K views,2 years ago,16000,2021-12-13
Calling an API from Blazor WebAssembly - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=wJPfCKmpkao,9.5K views,2 years ago,9500,2021-12-13
When Is It Time To Give Up Being A Developer?,https://www.youtube.com/watch?v=ehNVfXYXpF0,14K views,2 years ago,14000,2021-12-13
Intro to Benchmark.net - How To Benchmark C# Code,https://www.youtube.com/watch?v=mmza9x3QxYE,35K views,2 years ago,35000,2021-12-13
Surviving Tutorial Hell - How to Succeed On Your Own As A Developer,https://www.youtube.com/watch?v=87TGyuzycwQ,12K views,2 years ago,12000,2021-12-13
Products Layout in Bootstrap 4 - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=_dcimM984yA,6.6K views,2 years ago,6600,2021-12-13
.NET Framework vs .NET Core vs .NET vs .NET Standard vs C#,https://www.youtube.com/watch?v=4olO9UjRiww,488K views,2 years ago,488000,2021-12-13
How Important is Attention to Detail as a Developer?,https://www.youtube.com/watch?v=ViDdiKRXgXU,10K views,2 years ago,10000,2021-12-13
"Intro to Yield in C# - What it is, how to use it, and when it is useful",https://www.youtube.com/watch?v=AAz8q6dOCYk,69K views,2 years ago,69000,2021-12-13
Why Does Stack Overflow Hate Homework Questions?,https://www.youtube.com/watch?v=9gwPMjIibdY,6.6K views,2 years ago,6600,2021-12-13
Passing Tokens to an ASP.NET Core API - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=B26hROUBo2o,10K views,2 years ago,10000,2021-12-13
Should I Build An App Or Buy An Existing App?,https://www.youtube.com/watch?v=2t2qhbMpUWI,4.7K views,2 years ago,4700,2021-12-13
10 Time-Saving Tips for Visual Studio 2019 (as of 16.10.3),https://www.youtube.com/watch?v=b4T63cdGs0U,104K views,2 years ago,104000,2021-12-13
First Look at GitHub Copilot and What It Means For Developers,https://www.youtube.com/watch?v=vFAwoMD06Sg,21K views,2 years ago,21000,2021-12-13
Addressing Warnings and Information Messages - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=2LeKm-kpRcI,5.6K views,2 years ago,5600,2021-12-13
What Are the Common Application Layers? Is 3 Layers Standard?,https://www.youtube.com/watch?v=iRfwdPJYmfc,20K views,2 years ago,20000,2021-12-13
How Much Should I Do In a Take Home Interview Exercise?,https://www.youtube.com/watch?v=km5gTuSdDtc,7.1K views,2 years ago,7100,2021-12-13
Visual Studio 2022 Preview 1 Sneak Peek,https://www.youtube.com/watch?v=XlVm7UjRwWA,60K views,2 years ago,60000,2021-12-13
Do No-Code Products Threaten Software Development Jobs?,https://www.youtube.com/watch?v=ah1tEvAkojI,15K views,2 years ago,15000,2021-12-13
Behind the Scenes: Launch of the Foundation in Web Development Course,https://www.youtube.com/watch?v=SWerLjZw50w,7.6K views,2 years ago,7600,2021-12-13
How To Diagnose Visual Studio Issues,https://www.youtube.com/watch?v=KF9CiJVihaM,7.1K views,2 years ago,7100,2021-12-13
How Do You Prepare For A Technical Interview?,https://www.youtube.com/watch?v=cQzT1YB1cQU,33K views,2 years ago,33000,2021-12-13
How Do You Stay Focused and Avoid Distractions As A Software Developer?,https://www.youtube.com/watch?v=E6EXlvhjWgQ,15K views,2 years ago,15000,2021-12-13
30+ String Manipulation Techniques in C#,https://www.youtube.com/watch?v=ioi__WRETk4,94K views,2 years ago,94000,2021-12-13
What Does A Software Architect Do?,https://www.youtube.com/watch?v=x0souHGurm8,43K views,2 years ago,43000,2021-12-13
What Is The C# Learning Path? What is the Correct Path for Learning C#?,https://www.youtube.com/watch?v=lOoue_yvSDs,39K views,2 years ago,39000,2021-12-13
User Registration in Blazor WebAssembly - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=MAcc6wbHkY8,10K views,2 years ago,10000,2021-12-13
How Do I Make Passive Income on My App?,https://www.youtube.com/watch?v=F22xtZOLMcA,11K views,2 years ago,11000,2021-12-13
Do I Start a .NET 5 Project or Wait for the LTS?,https://www.youtube.com/watch?v=vJis4Vtk_Ps,10K views,2 years ago,10000,2021-12-13
How To Create Extension Methods in C#,https://www.youtube.com/watch?v=C_1DzspLy4Y,48K views,2 years ago,48000,2021-12-13
Is It OK To Be In Software Development For The Money?,https://www.youtube.com/watch?v=0N4Xf0ZexvQ,6.7K views,2 years ago,6700,2021-12-13
Creating Accounts in the API - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=mfBipWvVZA8,7.5K views,2 years ago,7500,2021-12-13
What Are The Most Important Traits Of A Software Developer?,https://www.youtube.com/watch?v=7xZjNqnm92U,17K views,2 years ago,17000,2021-12-13
5 Cost-Saving Tips for Azure,https://www.youtube.com/watch?v=wMeoLA05uwI,13K views,2 years ago,13000,2021-12-13
What Are Some Career Tips For Self-Taught Developers?,https://www.youtube.com/watch?v=effnGzG7D0U,6.6K views,2 years ago,6600,2021-12-13
Better Authentication Controls in Blazor - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=0dmSHb7lXuc,10K views,2 years ago,10000,2021-12-13
What Are The Pros and Cons Of Becoming A Consultant?,https://www.youtube.com/watch?v=hG4XEoDEJoo,4K views,2 years ago,4000,2021-12-13
Intro to MediatR - Implementing CQRS and Mediator Patterns,https://www.youtube.com/watch?v=yozD5Tnd8nw,193K views,2 years ago,193000,2021-12-13
Do I Need To Be A Generalist Or A Specialist?,https://www.youtube.com/watch?v=U5jiskXNxUM,9.9K views,2 years ago,9900,2021-12-13
Blazor WebAssembly Configuration - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=bvPP8ElUVK0,7.2K views,2 years ago,7200,2021-12-13
Do I Have To End Up In Management As A Developer?,https://www.youtube.com/watch?v=0ajlta8n0Ws,6.8K views,2 years ago,6800,2021-12-13
Intro to Docker - A Tool Every Developer Should Know,https://www.youtube.com/watch?v=WcQ3-M4-jik,195K views,2 years ago,195000,2021-12-13
Blazor WebAssembly Login/Logout Forms - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=usl2zJLzCJk,31K views,2 years ago,31000,2021-12-13
Which C# Web Application Type Should I use? MVC? Blazor? Razor Pages?,https://www.youtube.com/watch?v=YhojOiGjGvQ,132K views,2 years ago,132000,2021-12-13
.NET 5 Blazor WebAssembly Authentication Against an API- A TimCo Retail Manager Video,https://www.youtube.com/watch?v=2c4p6RGtkps,33K views,2 years ago,33000,2021-12-13
How Do I Cite My Code? How Do I Give Proper Attribution?,https://www.youtube.com/watch?v=RXaEzyudYuU,5.8K views,2 years ago,5800,2021-12-13
How Do I Do Data Access In Blazor? MVC? WPF?,https://www.youtube.com/watch?v=24iujm49y10,11K views,2 years ago,11000,2021-12-13
Building C# Applications with Cake - Make Your DevOps Process Better,https://www.youtube.com/watch?v=ZCA4CNloep8,21K views,2 years ago,21000,2021-12-13
How Do I Practice What I Am Learning? How Do I Come Up With Practice Applications?,https://www.youtube.com/watch?v=viigJ9NwJ2o,12K views,2 years ago,12000,2021-12-13
Blazor WebAssembly (and fixing DevOps bugs)- A TimCo Retail Manager Video,https://www.youtube.com/watch?v=7Hj9ULsF9bY,9.9K views,2 years ago,9900,2021-12-13
Is The Cloud Safe? Isn't My Data Safer Locally vs In Azure/AWS?,https://www.youtube.com/watch?v=ptLZrJplwgU,5K views,2 years ago,5000,2021-12-13
Sending Email in C# using FluentEmail,https://www.youtube.com/watch?v=qSeO9886nRM,82K views,2 years ago,82000,2021-12-13
How Do I Store Images In SQL? In Other Database Types?,https://www.youtube.com/watch?v=XnNbizvb1uM,68K views,2 years ago,68000,2021-12-13
New Forum and New Community Manager!,https://www.youtube.com/watch?v=dcknr7DqUdM,3.9K views,2 years ago,3900,2021-12-13
Upgrading to .NET 5 - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=D6k-5aRmnQE,9.2K views,2 years ago,9200,2021-12-13
Should I Build a Desktop or Web Application?,https://www.youtube.com/watch?v=k_XuIw-ceqM,77K views,2 years ago,77000,2021-12-13
Creating Excel Files in C#,https://www.youtube.com/watch?v=j3S3aI8nMeE,112K views,2 years ago,112000,2021-12-13
How Do You Deal With Hard Days At Work?,https://www.youtube.com/watch?v=crpTDQeCzxY,6.7K views,2 years ago,6700,2021-12-13
Phase 3 Planning - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=gApjIE1k8bQ,10K views,2 years ago,10000,2021-12-13
What Audio/Video Hardware and Software Do You Use To Record Videos?,https://www.youtube.com/watch?v=PJGSTLwl2nA,4.2K views,2 years ago,4200,2021-12-13
Testing Your C# Skills - Prove It Series,https://www.youtube.com/watch?v=bleT60nj528,19K views,2 years ago,19000,2021-12-13
How Do I Become a Microsoft MVP?,https://www.youtube.com/watch?v=bFxaoGdnd-c,16K views,2 years ago,16000,2021-12-13
10 C# Libraries To Save You Time And Energy,https://www.youtube.com/watch?v=uS0hRJqamfU,197K views,2 years ago,197000,2021-12-13
Are UML Diagrams Important for C# Developers?,https://www.youtube.com/watch?v=VZgsxw0Og6c,16K views,2 years ago,16000,2021-12-13
"How To Make 2021 Count - A learning path, 4 things to learn, and 4 to avoid",https://www.youtube.com/watch?v=fFT5o4paUek,33K views,2 years ago,33000,2021-12-13
What Certifications Are Best For C# Developers?,https://www.youtube.com/watch?v=t-BJkjtO68A,38K views,2 years ago,38000,2021-12-13
Intro to Azure Service Bus - The Power Behind Microservices,https://www.youtube.com/watch?v=v52yC9kq0Yg,120K views,2 years ago,120000,2021-12-13
How do I prevent the user from de-compiling my C# application?,https://www.youtube.com/watch?v=4JyCS4t-_sQ,31K views,2 years ago,31000,2021-12-13
Phase 2 Conclusion - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=_PIclJfF9A4,6.9K views,2 years ago,6900,2021-12-13
What Setup Do You Recommend For a C# Developer? Computer? Software? Chair?,https://www.youtube.com/watch?v=BKgaWz0TaQk,30K views,3 years ago,30000,2020-12-13
"Blazor Improvements in .NET 5 - Browser Storage, Virtualization, and More",https://www.youtube.com/watch?v=Pm4LejeJkoU,55K views,3 years ago,55000,2020-12-13
When Should I Not Use a Third-Party Library In My Project?,https://www.youtube.com/watch?v=ha5vIDLu6Q0,9.6K views,3 years ago,9600,2020-12-13
Intro to HttpRepl - Test your .NET 5 WebAPI Easier,https://www.youtube.com/watch?v=Ef1rd9vlXig,18K views,3 years ago,18000,2020-12-13
How Do I Communicate What I Do To a Non-technical Boss?,https://www.youtube.com/watch?v=9y4tHgBU63E,7.1K views,3 years ago,7100,2020-12-13
"WebAPI Improvements in .NET 5 - OpenAPI, Better F5, and NSwag",https://www.youtube.com/watch?v=nY-w9wPFEuY,99K views,3 years ago,99000,2020-12-13
"Desktop Development Improvements in .NET 5 - WPF, WinForms, and ClickOnce",https://www.youtube.com/watch?v=STh8bjiz8Jg,54K views,3 years ago,54000,2020-12-13
Intro to Records in C# 9 - How To Use Records And When To Use Them,https://www.youtube.com/watch?v=9Byvwa9yF-I,131K views,3 years ago,131000,2020-12-13
How Do I Fight The Urge To Be Perfect? How Do I Know When I Am Done?,https://www.youtube.com/watch?v=b5TspWBQkMk,4.9K views,3 years ago,4900,2020-12-13
5 New Features in C# 9 (not including Records),https://www.youtube.com/watch?v=f0YeVirKPfw,79K views,3 years ago,79000,2020-12-13
"Big Changes in .NET 5, C# 9, and Visual Studio 2019 (v16.8)",https://www.youtube.com/watch?v=zjVgQNfAEOs,114K views,3 years ago,114000,2020-12-13
Should You Become a C# Consultant? When Are You Ready To Be a C# Consultant?,https://www.youtube.com/watch?v=4c0Emg9PU-g,6.5K views,3 years ago,6500,2020-12-13
Intro to Redis in C# - Caching Made Easy,https://www.youtube.com/watch?v=UrQWii_kfIE,160K views,3 years ago,160000,2020-12-13
Can You Succeed as a C# Developer Without a Degree?,https://www.youtube.com/watch?v=e4Aa1ZzDKTc,12K views,3 years ago,12000,2020-12-13
Updating Settings During Deployment - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=b5Nc8fN-UN0,7K views,3 years ago,7000,2020-12-13
Does Age Matter In Development? How Old Is Too Old To Be A C# Developer?,https://www.youtube.com/watch?v=BaeHxxhc58A,14K views,3 years ago,14000,2020-12-13
Localization in Blazor Server - How To Change Languages and Cultures,https://www.youtube.com/watch?v=h82U0RQ9jtQ,32K views,3 years ago,32000,2020-12-13
How Do I Prevent Burnout As A Developer?,https://www.youtube.com/watch?v=T0v8KZapTOI,10K views,3 years ago,10000,2020-12-13
Adding AppSettings to WPF Core - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=ASraHYMi808,17K views,3 years ago,17000,2020-12-13
How Do I Get Freelancing Clients? How Do I Start As A Freelancer?,https://www.youtube.com/watch?v=JSSfcXSiq1I,8.2K views,3 years ago,8200,2020-12-13
Intro to Health Checks in .NET Core,https://www.youtube.com/watch?v=Kbfto6Y2xdw,46K views,3 years ago,46000,2020-12-13
How Do I Keep Up With All Of The Changes In C#?,https://www.youtube.com/watch?v=yFYQH3uu63M,10K views,3 years ago,10000,2020-12-13
How Do You Estimate How Long a Project Will Take?,https://www.youtube.com/watch?v=o8ZErvkBeMw,15K views,3 years ago,15000,2020-12-13
Publishing the WPF Application - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=L-9l7cGBKHI,14K views,3 years ago,14000,2020-12-13
How Do I Overcome the Fear of Being Fired?,https://www.youtube.com/watch?v=OOJ2eeWYY9o,15K views,3 years ago,15000,2020-12-13
"Intro to AppSettings in .NET Core - Appsettings.json, secrets.json, and more",https://www.youtube.com/watch?v=_2_qksdQKCE,122K views,3 years ago,122000,2020-12-13
What is Scope Creep? How Do You Prevent Scope Creep?,https://www.youtube.com/watch?v=QZPh9F634rg,8.2K views,3 years ago,8200,2020-12-13
What Do You Hate About C#? What Do You Wish C# Did Differently?,https://www.youtube.com/watch?v=Zs2nzRARwY8,23K views,3 years ago,23000,2020-12-13
CI/CD for SQL Databases (both SSDT and EF)- A TimCo Retail Manager Video,https://www.youtube.com/watch?v=TuHf0Ty80jA,22K views,3 years ago,22000,2020-12-13
What Should I Have In My Portfolio? What Makes For Good Portfolio Content?,https://www.youtube.com/watch?v=Q_11dKLFxPg,13K views,3 years ago,13000,2020-12-13
Picking a New MVVM Framework - Moving from Caliburn Micro,https://www.youtube.com/watch?v=8E000zu8UhQ,94K views,3 years ago,94000,2020-12-13
Caliburn Micro Is No Longer Being Maintained. Now What?,https://www.youtube.com/watch?v=sgG6kgd6SmE,12K views,3 years ago,12000,2020-12-13
New Course Announcement! Exploring C#: WebAssembly,https://www.youtube.com/watch?v=hImU2xGZ_uQ,7.7K views,3 years ago,7700,2020-12-13
Calling an Azure API in WPF - A TimCo Retail Manager Video,https://www.youtube.com/watch?v=hiW3dAOOMe0,7.6K views,3 years ago,7600,2020-12-13
How Do I Learn to Read Code? Why Should I Learn to Read Code?,https://www.youtube.com/watch?v=HwS35CVoswE,23K views,3 years ago,23000,2020-12-13
How Do I Manage My Time? Developer Time Management,https://www.youtube.com/watch?v=50CrQd9OJVU,17K views,3 years ago,17000,2020-12-13
".NET Core Console App with Dependency Injection, Logging, and Settings",https://www.youtube.com/watch?v=GAOCe-2nXqc,211K views,3 years ago,211000,2020-12-13
What Is The Best C# Book? What Is the Best C# Resource?,https://www.youtube.com/watch?v=OxoOB0QIhKA,59K views,3 years ago,59000,2020-12-13
