SCRAPE_TIME,REQUEST_TIME,LISTING_NAME,LISTING_LINK,LISTING_USE,LISTING_ADDRESS,LISTING_DESCRIPTION,HAS_VIDEOS,HAS_VIRTUAL_TOUR,HAS_EMAIL,PRICE,PHONE_NUMBER,HAS_IMAGE,SPECIAL_TEXT
2024-01-30 11:05 PM EST,2024-01-30 11:06 PM EST,The Hue Midtown,https://www.apartments.com/the-hue-midtown-atlanta-ga/lk86n5g/,Studio,"22 14th St NW, Atlanta, GA 30309","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, In Unit Washer & Dryer, Walk-In Closets, Clubhouse",False,True,True,"$1,787 - 5,110",(470) 344-0834,True,3 Months Free
